Product_Name,Category,Brand,Previous_Price,Current_Price,Expected_Future_Price,Growth_Rate,Date,Location,Quantity,Discount
Realme GT,Mobile,OnePlus,51928.17,53417.1,54489.24,2.87,2023-10-15,Hyderabad,9,7
Onion 1kg,Vegetable,Local,35.63,45.33,53.97,27.22,2024-08-28,Delhi,1,9
Realme GT,Mobile,Samsung,78296.75,90327.27,100042.6,15.37,2023-04-17,Pune,7,7
iPhone 15,Mobile,Xiaomi,13686.41,16773.93,19422.75,22.56,2025-02-03,Hyderabad,2,7
Sugar 1kg,Grocery,Aashirvaad,107.31,120.19,130.29,12.0,2025-03-18,Bangalore,1,24
Gold 22K 1g,Gold,Market,5186.44,5744.02,6176.29,10.75,2023-12-12,Kolkata,3,7
HP Victus,Laptop,Dell,50255.49,58214.41,64667.97,15.84,2024-11-01,Pune,5,18
Gold 24K 1g,Gold,Market,7022.64,6850.69,6733.27,-2.45,2024-02-08,Bangalore,7,6
Normal Rice 1kg,Rice,IndiaGate,39.95,42.79,44.92,7.11,2023-07-12,Kolkata,6,2
Gold 24K 1g,Gold,Market,6070.32,6699.49,7185.56,10.36,2023-05-04,Delhi,4,12
Gold 22K 1g,Gold,Market,6366.15,7166.52,7797.22,12.57,2024-05-02,Bangalore,7,15
HP Victus,Laptop,Lenovo,62352.58,65681.05,68135.35,5.34,2023-02-16,Pune,8,19
Bread,Grocery,Britannia,23.09,26.24,28.75,13.64,2024-03-29,Hyderabad,3,16
Onion 1kg,Vegetable,Local,46.6,54.25,60.48,16.42,2024-10-24,Delhi,2,5
Silver 1g,Silver,Market,69.66,79.39,87.15,13.97,2024-02-16,Delhi,1,7
Dell Inspiron,Laptop,Asus,56259.05,60948.88,64505.43,8.34,2023-02-21,Chennai,1,5
Petrol 1L,Fuel,IndianOil,90.59,104.39,115.52,15.23,2023-10-20,Bangalore,8,7
Silver 1g,Silver,Market,94.63,103.93,111.08,9.83,2024-01-12,Mumbai,1,24
Gold 24K 1g,Gold,Market,6742.7,7335.23,7786.45,8.79,2023-07-11,Pune,2,18
Silver 1g,Silver,Market,59.15,70.25,79.48,18.77,2023-09-07,Kolkata,10,21
Petrol 1L,Fuel,IndianOil,85.58,102.96,117.6,20.31,2025-05-31,Pune,6,17
Onion 1kg,Vegetable,Local,27.19,29.37,31.02,8.02,2023-03-21,Kolkata,10,25
Sugar 1kg,Grocery,Britannia,51.82,53.09,54.0,2.45,2025-01-03,Bangalore,1,3
Potato 1kg,Vegetable,Local,48.31,52.1,54.96,7.85,2023-03-27,Hyderabad,8,9
Premium Rice 1kg,Rice,Local,39.68,45.3,49.79,14.16,2024-08-04,Mumbai,2,1
HP Victus,Laptop,Asus,80893.65,93280.94,103279.85,15.31,2023-07-16,Delhi,3,24
OnePlus 12,Mobile,Realme,48677.31,61589.63,73025.87,26.53,2024-06-01,Delhi,6,5
Diesel 1L,Fuel,IndianOil,88.17,108.0,125.0,22.49,2025-01-05,Pune,6,10
Onion 1kg,Vegetable,Local,42.74,43.61,44.23,2.04,2024-03-06,Pune,3,25
Silver 1g,Silver,Market,78.64,88.87,96.96,13.01,2024-05-18,Hyderabad,10,4
Silver 1g,Silver,Market,79.59,102.21,122.54,28.42,2025-05-11,Hyderabad,10,21
Tomato 1kg,Vegetable,Local,57.14,70.83,82.71,23.96,2024-02-04,Mumbai,7,19
Silver 1g,Silver,Market,61.57,65.87,69.09,6.98,2025-02-24,Pune,9,15
Bread,Grocery,Britannia,114.69,128.56,139.44,12.09,2023-07-13,Delhi,7,2
Lenovo LOQ,Laptop,HP,35748.63,39276.9,41990.45,9.87,2024-09-08,Mumbai,8,18
HP Victus,Laptop,HP,78881.14,89822.44,98543.69,13.87,2025-06-06,Mumbai,1,10
Sugar 1kg,Grocery,Britannia,58.84,63.75,67.47,8.34,2024-03-29,Delhi,1,6
Bread,Grocery,Madhur,61.4,75.75,88.14,23.37,2023-12-10,Mumbai,3,25
Premium Rice 1kg,Rice,Fortune,73.84,91.76,107.35,24.27,2024-05-13,Bangalore,10,12
Wheat Flour,Grocery,Amul,22.96,27.83,31.96,21.21,2025-03-05,Chennai,2,13
Redmi Note 14,Mobile,OnePlus,73696.04,77497.51,80295.8,5.16,2025-01-17,Kolkata,10,25
HP Victus,Laptop,HP,54961.28,60608.6,64967.91,10.28,2023-09-25,Pune,8,10
Bread,Grocery,Amul,108.26,112.36,115.34,3.79,2023-04-23,Mumbai,9,0
Petrol 1L,Fuel,BPCL,107.54,114.42,119.54,6.4,2024-08-14,Pune,8,23
Petrol 1L,Fuel,HP,77.12,94.21,108.82,22.16,2023-11-04,Mumbai,6,24
Milk 1L,Grocery,Britannia,65.05,74.6,82.27,14.68,2024-10-08,Chennai,2,15
Silver 1g,Silver,Market,111.43,126.72,138.89,13.72,2024-02-22,Pune,2,8
Bread,Grocery,Amul,102.62,119.84,133.92,16.78,2023-01-20,Hyderabad,6,15
Asus TUF,Laptop,Asus,94556.24,104163.63,111572.11,10.16,2024-12-13,Kolkata,6,0
Silver 1g,Silver,Market,83.34,100.63,115.24,20.75,2023-03-18,Chennai,6,16
Tomato 1kg,Vegetable,Local,29.25,28.56,28.09,-2.36,2023-08-30,Mumbai,10,17
Gold 22K 1g,Gold,Market,7272.16,7589.22,7820.84,4.36,2023-07-17,Pune,4,13
Tomato 1kg,Vegetable,Local,43.24,45.36,46.92,4.9,2024-11-28,Chennai,2,18
Tomato 1kg,Vegetable,Local,37.81,42.19,45.61,11.58,2025-03-11,Pune,7,7
Gold 24K 1g,Gold,Market,6991.27,7285.6,7500.3,4.21,2023-03-03,Mumbai,4,13
Bread,Grocery,Madhur,60.47,69.86,77.45,15.53,2024-11-18,Mumbai,3,7
Galaxy S24,Mobile,Apple,58935.09,67957.96,75240.94,15.31,2023-06-20,Bangalore,5,2
Premium Rice 1kg,Rice,Local,39.65,40.57,41.23,2.32,2025-04-15,Hyderabad,10,14
Onion 1kg,Vegetable,Local,38.63,50.52,61.4,30.78,2023-06-12,Delhi,7,5
Tomato 1kg,Vegetable,Local,47.29,54.94,61.16,16.18,2025-01-17,Kolkata,2,7
Galaxy S24,Mobile,Realme,25340.8,28793.34,31539.39,13.62,2023-04-20,Chennai,6,22
Tomato 1kg,Vegetable,Local,29.02,36.76,43.62,26.67,2025-03-14,Hyderabad,2,7
OnePlus 12,Mobile,Realme,78615.88,84968.31,89774.32,8.08,2023-11-09,Delhi,1,2
Silver 1g,Silver,Market,101.47,115.76,127.17,14.08,2023-12-21,Chennai,5,22
Silver 1g,Silver,Market,60.98,68.98,75.31,13.12,2025-01-23,Hyderabad,5,4
Wheat Flour,Grocery,Britannia,82.94,97.73,109.93,17.83,2024-04-27,Kolkata,10,20
Sugar 1kg,Grocery,Amul,49.65,62.73,74.3,26.34,2024-02-28,Hyderabad,7,11
Milk 1L,Grocery,Madhur,47.54,48.37,48.96,1.75,2024-08-08,Hyderabad,2,12
Lenovo LOQ,Laptop,Asus,100637.17,119045.37,134288.12,18.29,2024-03-22,Hyderabad,9,14
Petrol 1L,Fuel,IndianOil,99.6,120.09,137.38,20.57,2024-01-31,Kolkata,7,9
Gold 24K 1g,Gold,Market,5971.31,5888.6,5831.5,-1.39,2024-06-15,Kolkata,10,18
Gold 22K 1g,Gold,Market,6347.66,7562.33,8575.3,19.14,2024-08-25,Pune,5,10
Silver 1g,Silver,Market,70.83,87.24,101.39,23.17,2025-03-22,Pune,6,0
Diesel 1L,Fuel,BPCL,91.71,96.74,100.45,5.48,2023-04-02,Mumbai,5,16
Gold 22K 1g,Gold,Market,5950.44,7246.81,8351.97,21.79,2023-02-13,Mumbai,2,2
OnePlus 12,Mobile,Realme,72642.37,78719.62,83329.59,8.37,2023-11-20,Chennai,4,22
Potato 1kg,Vegetable,Local,32.82,43.34,53.06,32.05,2023-02-02,Kolkata,2,11
Potato 1kg,Vegetable,Local,43.53,49.55,54.35,13.83,2023-02-09,Chennai,9,16
iPhone 15,Mobile,OnePlus,60965.0,74272.25,85620.59,21.83,2023-01-21,Hyderabad,5,6
Gold 24K 1g,Gold,Market,6160.06,6400.35,6575.11,3.9,2025-06-13,Chennai,8,16
Asus TUF,Laptop,Dell,49730.64,48603.39,47832.2,-2.27,2023-02-25,Pune,3,21
Normal Rice 1kg,Rice,Local,60.29,72.25,82.28,19.84,2024-10-21,Bangalore,7,16
Silver 1g,Silver,Market,64.84,68.64,71.46,5.86,2024-07-04,Chennai,4,21
Gold 22K 1g,Gold,Market,5795.36,7362.2,8755.52,27.04,2024-09-17,Pune,1,19
Tomato 1kg,Vegetable,Local,28.15,28.57,28.87,1.49,2023-06-06,Delhi,6,17
Silver 1g,Silver,Market,73.26,87.54,99.48,19.49,2023-02-17,Delhi,9,24
Wheat Flour,Grocery,Amul,67.93,72.53,75.97,6.77,2023-05-11,Hyderabad,1,9
Petrol 1L,Fuel,HP,72.08,92.48,110.8,28.3,2024-03-11,Chennai,1,2
Gold 22K 1g,Gold,Market,5051.42,5663.62,6144.1,12.12,2024-02-19,Delhi,4,6
Petrol 1L,Fuel,HP,99.53,123.79,144.91,24.37,2023-06-09,Delhi,1,2
Milk 1L,Grocery,Madhur,33.79,39.28,43.75,16.25,2025-06-18,Delhi,6,21
Gold 24K 1g,Gold,Market,6504.55,8140.59,9573.87,25.15,2024-06-20,Bangalore,10,11
Gold 24K 1g,Gold,Market,4966.12,6660.27,8250.74,34.11,2024-04-12,Chennai,3,20
Galaxy S24,Mobile,Realme,39268.29,38773.8,38432.02,-1.26,2023-01-20,Mumbai,6,24
Onion 1kg,Vegetable,Local,58.57,68.09,75.84,16.25,2024-09-06,Delhi,4,8
Silver 1g,Silver,Market,87.85,97.73,105.42,11.25,2023-12-01,Chennai,2,18
HP Victus,Laptop,Dell,107369.31,128461.59,146126.63,19.64,2023-07-13,Hyderabad,8,1
Milk 1L,Grocery,Madhur,74.08,78.77,82.26,6.33,2025-01-26,Pune,5,17
Asus TUF,Laptop,Dell,40807.63,45916.8,49940.99,12.52,2024-12-28,Mumbai,1,19
Gold 24K 1g,Gold,Market,5779.63,6721.15,7487.58,16.29,2025-03-04,Delhi,10,2
Silver 1g,Silver,Market,91.06,97.92,103.08,7.53,2024-02-20,Delhi,10,3
Bread,Grocery,Amul,97.32,113.51,126.73,16.64,2024-03-31,Pune,9,22
Silver 1g,Silver,Market,80.84,98.81,114.19,22.23,2024-06-29,Hyderabad,3,6
Dell Inspiron,Laptop,Dell,101262.14,127747.65,151136.68,26.16,2024-12-28,Mumbai,9,4
Dell Inspiron,Laptop,Lenovo,80103.11,91021.0,99705.18,13.63,2024-11-26,Delhi,2,2
Potato 1kg,Vegetable,Local,58.07,59.57,60.65,2.58,2024-07-20,Pune,8,11
Gold 24K 1g,Gold,Market,6017.07,7095.0,7984.73,17.91,2023-09-29,Chennai,6,6
Galaxy S24,Mobile,OnePlus,42172.19,51113.11,58698.65,21.2,2024-02-05,Pune,7,2
Bread,Grocery,Britannia,61.74,75.82,87.92,22.81,2023-09-13,Kolkata,1,20
Asus TUF,Laptop,Asus,52402.88,63351.73,72617.25,20.89,2025-06-08,Kolkata,8,18
Sugar 1kg,Grocery,Aashirvaad,55.58,57.66,59.17,3.74,2025-03-19,Hyderabad,1,9
Silver 1g,Silver,Market,69.92,69.03,68.41,-1.27,2023-06-15,Chennai,6,19
Diesel 1L,Fuel,HP,100.07,129.3,155.74,29.21,2023-08-01,Mumbai,7,12
Galaxy S24,Mobile,Apple,18205.03,20496.79,22302.97,12.59,2025-03-20,Hyderabad,5,15
Premium Rice 1kg,Rice,Fortune,78.4,89.39,98.16,14.02,2025-04-12,Delhi,3,21
Premium Rice 1kg,Rice,IndiaGate,76.21,87.0,95.62,14.16,2024-06-07,Chennai,10,2
Petrol 1L,Fuel,BPCL,104.43,127.1,146.41,21.71,2023-10-10,Hyderabad,3,3
Diesel 1L,Fuel,IndianOil,102.21,128.87,152.4,26.08,2024-06-09,Pune,7,9
Milk 1L,Grocery,Amul,57.09,72.52,86.24,27.03,2024-03-07,Delhi,4,3
Galaxy S24,Mobile,OnePlus,39570.48,44997.76,49317.92,13.72,2025-02-28,Pune,5,1
Tomato 1kg,Vegetable,Local,36.3,42.86,48.28,18.07,2024-09-18,Delhi,9,22
Normal Rice 1kg,Rice,Fortune,64.47,80.92,95.37,25.52,2025-03-18,Mumbai,5,11
Premium Rice 1kg,Rice,Fortune,72.13,84.19,94.04,16.72,2025-06-06,Chennai,3,7
Silver 1g,Silver,Market,95.92,95.13,94.58,-0.82,2024-02-24,Hyderabad,6,5
Petrol 1L,Fuel,BPCL,82.87,86.92,89.89,4.89,2024-07-16,Bangalore,3,20
Tomato 1kg,Vegetable,Local,44.95,47.18,48.82,4.96,2024-02-15,Pune,6,14
Tomato 1kg,Vegetable,Local,45.48,50.23,53.9,10.44,2025-02-17,Hyderabad,7,4
Tomato 1kg,Vegetable,Local,23.26,25.93,28.01,11.48,2025-02-23,Pune,2,2
HP Victus,Laptop,Asus,42948.89,52630.97,60936.29,22.54,2023-11-20,Mumbai,7,20
Realme GT,Mobile,Realme,61817.41,68592.64,73855.1,10.96,2024-02-26,Kolkata,2,9
Normal Rice 1kg,Rice,Fortune,73.23,86.83,98.12,18.57,2024-11-01,Chennai,5,20
Normal Rice 1kg,Rice,Fortune,50.28,64.37,77.0,28.02,2024-07-02,Mumbai,7,9
Premium Rice 1kg,Rice,Local,73.6,86.02,96.18,16.88,2023-11-24,Delhi,1,23
Silver 1g,Silver,Market,56.91,70.38,82.04,23.67,2023-06-08,Kolkata,8,13
Galaxy S24,Mobile,Xiaomi,21408.8,24491.16,26959.46,14.4,2023-11-14,Mumbai,9,19
Lenovo LOQ,Laptop,Lenovo,41131.62,47126.03,51933.64,14.57,2023-12-30,Kolkata,5,14
Wheat Flour,Grocery,Britannia,56.87,72.99,87.47,28.35,2023-06-21,Mumbai,1,5
Gold 22K 1g,Gold,Market,5884.26,6864.45,7664.88,16.66,2023-07-26,Delhi,10,20
Silver 1g,Silver,Market,75.46,81.43,85.94,7.91,2024-01-14,Chennai,7,0
Bread,Grocery,Madhur,86.53,94.68,100.92,9.42,2024-05-03,Kolkata,2,8
Normal Rice 1kg,Rice,Fortune,81.27,101.33,118.84,24.68,2023-10-26,Hyderabad,8,14
Normal Rice 1kg,Rice,IndiaGate,42.91,50.09,55.96,16.73,2024-06-01,Chennai,4,3
OnePlus 12,Mobile,Samsung,25036.7,27863.16,30065.04,11.29,2023-12-30,Bangalore,6,15
Silver 1g,Silver,Market,85.04,99.44,111.23,16.93,2023-02-13,Chennai,4,6
Petrol 1L,Fuel,IndianOil,96.24,124.14,149.33,28.99,2024-12-07,Delhi,1,2
Petrol 1L,Fuel,IndianOil,94.86,111.59,125.37,17.64,2023-11-18,Pune,6,12
Wheat Flour,Grocery,Aashirvaad,61.03,61.88,62.48,1.39,2024-10-05,Kolkata,4,16
Gold 24K 1g,Gold,Market,6241.68,7090.18,7764.87,13.59,2023-11-04,Delhi,2,14
Bread,Grocery,Britannia,23.99,24.98,25.7,4.13,2024-08-12,Mumbai,8,5
Wheat Flour,Grocery,Britannia,79.75,81.05,81.97,1.63,2024-11-29,Mumbai,2,22
Silver 1g,Silver,Market,64.6,70.65,75.28,9.37,2024-07-25,Chennai,7,20
Silver 1g,Silver,Market,64.29,76.5,86.67,18.99,2024-11-12,Chennai,3,9
Gold 22K 1g,Gold,Market,5856.92,7021.39,7998.58,19.88,2024-05-09,Mumbai,4,9
Sugar 1kg,Grocery,Britannia,83.67,85.81,87.35,2.56,2023-08-03,Pune,3,8
Petrol 1L,Fuel,IndianOil,104.39,111.69,117.16,6.99,2023-08-07,Pune,5,18
Silver 1g,Silver,Market,114.21,121.53,126.98,6.41,2024-08-13,Mumbai,5,16
Normal Rice 1kg,Rice,Fortune,46.67,55.58,63.01,19.09,2024-11-13,Mumbai,5,14
Onion 1kg,Vegetable,Local,69.05,76.94,83.09,11.43,2024-12-06,Kolkata,1,0
Gold 24K 1g,Gold,Market,7316.05,7992.08,8509.03,9.24,2023-07-28,Kolkata,6,3
Lenovo LOQ,Laptop,HP,106427.3,118027.61,127032.91,10.9,2024-11-11,Kolkata,9,6
Wheat Flour,Grocery,Britannia,52.48,52.97,53.32,0.93,2024-08-31,Delhi,4,21
Sugar 1kg,Grocery,Aashirvaad,39.12,45.18,50.08,15.49,2023-05-21,Pune,7,21
Silver 1g,Silver,Market,95.89,103.24,108.78,7.67,2023-07-17,Delhi,8,20
Potato 1kg,Vegetable,Local,27.44,30.99,33.8,12.94,2023-02-28,Kolkata,9,5
Asus TUF,Laptop,HP,62838.46,74674.96,84521.21,18.84,2023-05-12,Chennai,1,25
Normal Rice 1kg,Rice,Fortune,88.88,89.94,90.69,1.19,2024-09-17,Kolkata,2,24
Milk 1L,Grocery,Britannia,63.38,76.42,87.43,20.57,2024-10-21,Pune,1,9
Petrol 1L,Fuel,HP,103.75,126.34,145.6,21.77,2024-03-23,Bangalore,9,2
Asus TUF,Laptop,Asus,41643.73,45287.7,48061.68,8.75,2025-03-23,Chennai,5,13
Dell Inspiron,Laptop,Lenovo,35095.27,38340.22,40821.71,9.25,2023-10-09,Kolkata,8,25
Milk 1L,Grocery,Britannia,28.52,29.67,30.51,4.03,2023-05-28,Mumbai,1,19
Dell Inspiron,Laptop,HP,91635.67,107841.8,121192.37,17.69,2023-11-21,Bangalore,3,17
Dell Inspiron,Laptop,Asus,103530.26,110528.41,115758.24,6.76,2023-06-28,Delhi,9,5
OnePlus 12,Mobile,Realme,20958.94,23030.37,24623.68,9.88,2024-12-11,Kolkata,3,8
HP Victus,Laptop,Dell,103733.6,107992.23,111095.65,4.11,2025-02-28,Mumbai,1,14
Realme GT,Mobile,OnePlus,32236.78,42837.94,52699.11,32.89,2024-12-06,Hyderabad,3,1
Petrol 1L,Fuel,HP,95.2,104.88,112.34,10.17,2024-03-10,Mumbai,9,7
Gold 24K 1g,Gold,Market,7525.37,7761.87,7932.62,3.14,2023-11-08,Bangalore,8,18
Dell Inspiron,Laptop,HP,93815.88,117665.88,138605.11,25.42,2023-06-03,Pune,8,20
Potato 1kg,Vegetable,Local,29.31,37.18,44.17,26.85,2024-11-05,Hyderabad,9,0
Potato 1kg,Vegetable,Local,60.42,73.18,84.0,21.12,2024-05-07,Delhi,4,22
HP Victus,Laptop,Asus,97123.84,115789.86,131367.24,19.22,2024-07-12,Pune,3,19
Dell Inspiron,Laptop,HP,87121.65,92968.79,97336.49,6.71,2024-08-07,Pune,6,21
Normal Rice 1kg,Rice,Local,63.11,72.97,80.95,15.62,2023-08-16,Hyderabad,5,22
Dell Inspiron,Laptop,Dell,50153.28,48678.05,47675.76,-2.94,2024-06-28,Hyderabad,2,14
Premium Rice 1kg,Rice,IndiaGate,85.0,86.64,87.81,1.93,2023-02-28,Bangalore,2,25
OnePlus 12,Mobile,OnePlus,55091.15,64834.99,72862.04,17.69,2024-10-27,Delhi,1,24
Premium Rice 1kg,Rice,Fortune,82.23,96.16,107.56,16.94,2024-02-15,Kolkata,9,17
Tomato 1kg,Vegetable,Local,54.9,65.14,73.64,18.65,2025-04-14,Hyderabad,10,11
Onion 1kg,Vegetable,Local,23.76,29.0,33.48,22.05,2023-09-29,Delhi,2,13
Tomato 1kg,Vegetable,Local,36.79,42.29,46.72,14.95,2023-10-10,Hyderabad,2,3
Silver 1g,Silver,Market,59.21,59.25,59.28,0.07,2025-02-04,Bangalore,2,0
Gold 24K 1g,Gold,Market,6820.71,8306.33,9572.77,21.78,2024-02-09,Pune,3,9
Gold 24K 1g,Gold,Market,5115.16,5755.89,6260.58,12.53,2025-03-14,Hyderabad,8,5
Normal Rice 1kg,Rice,Local,84.74,90.3,94.45,6.56,2023-09-27,Mumbai,5,3
Gold 22K 1g,Gold,Market,6390.17,6929.6,7339.08,8.44,2023-07-30,Hyderabad,5,19
Sugar 1kg,Grocery,Madhur,44.45,54.93,64.0,23.58,2023-07-27,Kolkata,2,1
Milk 1L,Grocery,Madhur,104.75,118.62,129.61,13.24,2025-03-24,Pune,7,20
Silver 1g,Silver,Market,71.74,93.48,113.31,30.3,2023-01-25,Bangalore,8,23
Silver 1g,Silver,Market,71.87,79.54,85.48,10.67,2023-05-29,Kolkata,7,21
OnePlus 12,Mobile,Apple,41400.2,40526.4,39927.65,-2.11,2024-07-17,Bangalore,8,23
Silver 1g,Silver,Market,107.79,112.92,116.68,4.76,2023-09-13,Kolkata,10,14
Diesel 1L,Fuel,HP,95.26,103.91,110.51,9.08,2024-04-17,Kolkata,2,15
Tomato 1kg,Vegetable,Local,31.52,34.18,36.2,8.44,2023-06-08,Bangalore,9,23
Diesel 1L,Fuel,IndianOil,106.79,112.56,116.82,5.4,2024-02-18,Hyderabad,8,9
Galaxy S24,Mobile,Realme,22754.32,28542.95,33625.82,25.44,2023-03-02,Kolkata,5,18
Redmi Note 14,Mobile,Samsung,69220.43,76343.81,81843.32,10.29,2023-12-16,Pune,1,9
Milk 1L,Grocery,Britannia,48.8,57.94,65.54,18.73,2025-04-26,Mumbai,3,23
Realme GT,Mobile,OnePlus,56245.2,62792.67,67909.43,11.64,2024-01-08,Mumbai,5,20
Bread,Grocery,Britannia,90.89,117.39,141.35,29.16,2024-04-09,Bangalore,6,6
Normal Rice 1kg,Rice,Local,53.42,64.0,72.87,19.81,2024-02-09,Pune,7,22
Sugar 1kg,Grocery,Madhur,31.55,32.01,32.34,1.46,2024-04-25,Pune,2,21
Gold 24K 1g,Gold,Market,5766.95,6661.97,7385.72,15.52,2023-06-11,Kolkata,3,6
Onion 1kg,Vegetable,Local,21.28,25.97,29.98,22.04,2024-09-05,Bangalore,4,25
Milk 1L,Grocery,Britannia,31.41,38.11,43.8,21.33,2023-08-04,Mumbai,5,19
Lenovo LOQ,Laptop,Dell,77970.52,92227.94,104033.08,18.29,2024-04-29,Pune,3,2
Gold 24K 1g,Gold,Market,5647.34,7137.86,8456.6,26.39,2024-10-23,Chennai,8,17
Silver 1g,Silver,Market,83.09,87.54,90.82,5.36,2024-11-22,Chennai,9,22
Silver 1g,Silver,Market,85.14,94.59,101.94,11.1,2024-12-10,Delhi,8,22
iPhone 15,Mobile,Realme,67682.25,83741.32,97649.92,23.73,2025-04-29,Bangalore,3,1
Sugar 1kg,Grocery,Aashirvaad,50.14,54.2,57.27,8.1,2024-04-30,Mumbai,3,15
Milk 1L,Grocery,Madhur,62.54,71.11,77.93,13.7,2024-04-18,Hyderabad,2,4
Gold 22K 1g,Gold,Market,6489.25,7501.58,8320.76,15.6,2024-09-29,Delhi,5,17
Realme GT,Mobile,Samsung,11699.94,15419.86,18851.71,31.79,2024-07-17,Mumbai,10,7
Galaxy S24,Mobile,Samsung,44628.94,52552.09,59082.93,17.75,2023-08-21,Mumbai,4,24
Bread,Grocery,Aashirvaad,78.77,95.28,109.26,20.96,2023-07-13,Bangalore,9,14
Gold 24K 1g,Gold,Market,5753.26,7392.88,8867.71,28.5,2024-02-18,Delhi,1,0
Diesel 1L,Fuel,HP,96.11,116.68,134.16,21.4,2025-02-19,Delhi,3,15
Petrol 1L,Fuel,BPCL,107.8,127.24,143.3,18.03,2023-06-02,Pune,3,20
iPhone 15,Mobile,Samsung,78756.35,82339.84,84962.42,4.55,2024-02-03,Hyderabad,7,9
Tomato 1kg,Vegetable,Local,66.08,77.05,86.0,16.6,2023-07-10,Pune,9,21
Gold 22K 1g,Gold,Market,5593.29,6748.18,7723.52,20.65,2023-10-25,Pune,10,13
Wheat Flour,Grocery,Amul,32.22,41.48,49.82,28.74,2023-04-06,Delhi,1,12
Realme GT,Mobile,Samsung,37969.17,37723.52,37552.68,-0.65,2024-08-13,Delhi,5,14
Gold 24K 1g,Gold,Market,5570.75,6491.02,7241.63,16.52,2023-03-23,Hyderabad,7,19
Dell Inspiron,Laptop,HP,98021.77,109662.09,118777.94,11.88,2024-07-03,Delhi,4,3
Gold 24K 1g,Gold,Market,5391.07,5515.8,5605.13,2.31,2024-06-23,Kolkata,3,24
Normal Rice 1kg,Rice,IndiaGate,41.85,48.51,53.91,15.91,2025-01-03,Kolkata,7,13
Silver 1g,Silver,Market,66.93,80.87,92.66,20.83,2023-04-16,Kolkata,10,0
Silver 1g,Silver,Market,76.42,86.62,94.71,13.35,2024-08-20,Hyderabad,3,13
Dell Inspiron,Laptop,Asus,33562.33,38149.37,41799.14,13.67,2024-11-06,Bangalore,10,5
Realme GT,Mobile,Xiaomi,73352.41,79911.52,84913.45,8.94,2023-01-19,Delhi,7,9
Diesel 1L,Fuel,IndianOil,106.01,123.77,138.28,16.75,2024-09-05,Delhi,6,9
Asus TUF,Laptop,Lenovo,52373.18,54500.3,56049.76,4.06,2023-08-18,Delhi,6,2
Gold 24K 1g,Gold,Market,5476.56,6847.69,8047.78,25.04,2023-09-24,Kolkata,7,23
Tomato 1kg,Vegetable,Local,19.89,24.31,28.09,22.22,2024-09-08,Hyderabad,8,22
Realme GT,Mobile,Samsung,44067.2,45554.46,46630.68,3.37,2024-07-25,Mumbai,2,14
Potato 1kg,Vegetable,Local,61.57,65.62,68.64,6.58,2023-08-02,Kolkata,8,0
HP Victus,Laptop,HP,57296.91,68434.8,77746.88,19.44,2024-05-19,Hyderabad,1,11
Dell Inspiron,Laptop,Asus,75896.67,87989.05,97802.36,15.93,2024-03-02,Pune,2,12
HP Victus,Laptop,Dell,53954.27,61618.22,67745.02,14.2,2023-05-30,Pune,7,20
Normal Rice 1kg,Rice,Local,67.46,76.96,84.55,14.08,2025-02-23,Delhi,7,5
HP Victus,Laptop,Asus,44347.76,55988.87,66276.67,26.25,2024-12-09,Mumbai,8,15
Dell Inspiron,Laptop,Dell,60823.12,70365.3,78092.74,15.69,2025-03-18,Bangalore,2,19
Premium Rice 1kg,Rice,Fortune,71.93,84.19,94.23,17.04,2025-02-23,Bangalore,4,0
Silver 1g,Silver,Market,89.5,112.47,132.68,25.66,2025-05-12,Delhi,3,25
Sugar 1kg,Grocery,Amul,49.05,56.06,61.67,14.29,2024-02-23,Hyderabad,7,11
Lenovo LOQ,Laptop,Asus,100304.79,113926.29,124756.21,13.58,2025-03-10,Chennai,1,18
Tomato 1kg,Vegetable,Local,21.11,24.18,26.64,14.54,2025-03-03,Delhi,9,4
Gold 22K 1g,Gold,Market,6385.72,7031.03,7528.4,10.11,2023-05-31,Kolkata,1,2
Asus TUF,Laptop,Dell,106809.42,118999.46,128506.35,11.41,2023-05-18,Chennai,10,16
Sugar 1kg,Grocery,Madhur,21.76,24.66,26.96,13.33,2023-08-28,Pune,2,13
Tomato 1kg,Vegetable,Local,33.24,41.53,48.78,24.94,2023-11-15,Bangalore,9,3
Silver 1g,Silver,Market,109.75,126.56,140.13,15.32,2024-04-29,Bangalore,1,3
Diesel 1L,Fuel,BPCL,99.52,102.27,104.25,2.76,2023-09-10,Kolkata,10,11
Realme GT,Mobile,Apple,31783.89,31881.21,31949.54,0.31,2024-08-10,Chennai,2,25
Silver 1g,Silver,Market,77.19,87.28,95.27,13.07,2024-05-01,Pune,4,9
Onion 1kg,Vegetable,Local,67.62,67.51,67.43,-0.16,2024-10-11,Hyderabad,9,1
Milk 1L,Grocery,Amul,100.35,104.08,106.79,3.72,2023-08-06,Hyderabad,7,4
Bread,Grocery,Aashirvaad,108.67,125.69,139.47,15.66,2023-10-11,Delhi,10,12
Lenovo LOQ,Laptop,Dell,39650.26,41098.22,42148.81,3.65,2024-01-20,Pune,1,13
Realme GT,Mobile,Xiaomi,47911.8,53240.63,57385.69,11.12,2023-02-19,Mumbai,5,14
Tomato 1kg,Vegetable,Local,68.76,75.84,81.31,10.3,2023-07-24,Hyderabad,4,14
Petrol 1L,Fuel,IndianOil,70.81,79.94,87.16,12.89,2025-06-01,Chennai,7,16
