Product_Name,Category,Brand,Previous_Price,Current_Price,Growth_Rate,Future_Price,Date,Location,Discount,Quantity
Realme GT 5 Pro,Mobiles,Realme,57299.82,68867.44,0.2019,119569.1,2023-05-23,Kolkata,10.5,261
Diesel 1L,Fuel,Bharat Petroleum,71.05,80.9,0.1386,119.42,2025-02-28,Bangalore,16.1,108
Dishwasher,Home Appliances,Bosch,38992.65,33511.32,-0.1406,21270.49,2024-08-29,Jaipur,13.8,109
Pain Relief Gel 30g,Medicine,Himalaya,20.66,18.38,-0.1104,12.94,2023-12-15,Pune,20.8,98
Bus Non-AC,Travel Tickets,KSRTC,29816.86,36100.27,0.2107,64064.89,2025-01-21,Kolkata,8.8,301
Ferry Ticket,Travel Tickets,Govt Ferry,42635.37,48676.96,0.1417,72440.17,2023-06-09,Chennai,7.7,12
Apple 1kg,Fruits and Vegetables,Nature Basket,63.8,55.91,-0.1237,37.62,2023-10-25,Kolkata,27.1,83
Microwave Oven 25L,Home Appliances,IFB,34046.84,36047.81,0.0588,42787.87,2025-04-29,Bangalore,1.5,100
Dishwasher,Home Appliances,Bosch,34992.15,46239.61,0.3214,106688.37,2025-02-24,Jaipur,26.6,363
Mountain Bicycle,Vehicles,Hero Cycles,1172029.59,1579996.68,0.3481,3870994.02,2024-02-22,Lucknow,16.5,244
MSI Creator 16,Laptops,MSI,121634.36,131065.47,0.0775,163960.84,2023-09-04,Chennai,22.4,435
Flight International,Travel Tickets,Air India,44235.02,44816.11,0.0131,46600.56,2024-09-30,Kolkata,26.9,260
Processor i7 14th Gen,Computer Components,Intel,38612.23,40110.52,0.0388,44962.88,2025-12-29,Mumbai,2.0,497
Vitamin D3 60tabs,Medicine,Dr Reddys,208.72,233.46,0.1185,326.68,2023-02-22,Hyderabad,19.2,384
SSD NVMe 512GB,Computer Components,Samsung,22318.09,20105.74,-0.0991,14701.1,2025-12-18,Bangalore,9.7,171
Banana 1dz,Fruits and Vegetables,Reliance Fresh,65.34,75.74,0.1592,117.98,2025-12-11,Hyderabad,25.1,249
"Monitor 27"" 165Hz",Computer Components,LG,11854.82,14092.56,0.1888,23676.43,2025-06-15,Kolkata,10.1,33
HP Pavilion 15,Laptops,HP,161019.1,158167.02,-0.0177,149916.13,2023-11-12,Ahmedabad,22.6,212
Competitive Exam Guide,Books,Arihant,912.67,731.09,-0.199,375.72,2025-08-28,Mumbai,15.9,27
"Monitor 27"" 165Hz",Computer Components,LG,50423.66,57444.84,0.1392,84928.01,2023-03-31,Pune,20.0,51
MSI Creator 16,Laptops,MSI,167546.52,173885.64,0.0378,194359.03,2025-02-22,Pune,11.4,280
Smart Watch,Electronics,Apple,149488.47,164278.88,0.0989,217999.88,2024-01-27,Hyderabad,10.6,229
Google Pixel 8,Mobiles,Google,99099.59,118727.52,0.1981,204188.18,2024-08-11,Chennai,22.4,223
Denim Jeans,Clothing,Levis,2318.15,2510.59,0.083,3189.05,2024-08-04,Hyderabad,13.5,488
Pain Relief Gel 30g,Medicine,Himalaya,604.37,611.45,0.0117,633.16,2023-05-10,Chennai,26.6,152
Competitive Exam Guide,Books,Arihant,2600.26,3795.22,0.4596,11801.54,2023-12-11,Chennai,0.6,279
RAM DDR5 16GB,Computer Components,Corsair,64946.97,75798.64,0.1671,120499.6,2023-12-03,Kolkata,8.8,192
Silver Chain 50g,Silver,MMTC-PAMP,30578.69,26733.07,-0.1258,17859.99,2024-07-25,Delhi,24.1,96
ASUS ROG Strix,Laptops,ASUS,233988.03,232571.23,-0.0061,228341.09,2025-07-08,Pune,20.4,493
Gold Bangle 20g,Gold,Joyalukkas,133857.07,177330.97,0.3248,412321.09,2023-08-08,Hyderabad,9.6,488
Processor i7 14th Gen,Computer Components,Intel,39213.92,43905.61,0.1196,61618.15,2023-01-11,Kolkata,8.5,453
Silver Coin 100g,Silver,Malabar Gold,57134.54,41219.96,-0.2785,15481.63,2023-12-06,Bangalore,23.1,463
Instant Coffee 250g,Grocery,Nescafe,307.33,363.87,0.184,603.95,2024-12-25,Ahmedabad,15.1,142
Gold Bangle 20g,Gold,Joyalukkas,28319.37,18236.31,-0.356,4870.74,2025-03-31,Ahmedabad,25.0,75
Bus Volvo AC,Travel Tickets,RedBus,37706.68,38276.22,0.0151,40036.45,2025-12-26,Ahmedabad,14.5,235
Dell XPS 15,Laptops,Dell,150909.83,127438.26,-0.1555,76753.61,2024-12-13,Hyderabad,28.9,142
Art & Design Book,Books,Phaidon,280.38,310.68,0.1081,422.72,2023-10-22,Kolkata,27.4,201
Multivitamin 30tabs,Medicine,Abbott,429.53,373.23,-0.1311,244.84,2024-09-26,Ahmedabad,8.0,142
Ethnic Dress,Clothing,Biba,9157.58,10074.48,0.1001,13412.79,2025-07-16,Bangalore,19.4,151
Spinach 500g,Fruits and Vegetables,More Supermarket,73.45,90.01,0.2255,165.66,2024-05-08,Mumbai,24.5,375
Notebook Set 5pcs,Books,Classmate,1150.36,1588.96,0.3813,4187.71,2025-08-09,Jaipur,18.8,152
Vitamin D3 60tabs,Medicine,Dr Reddys,568.73,578.92,0.0179,610.57,2023-05-13,Delhi,21.4,172
CNG 1kg,Fuel,HP Gas,502.78,527.81,0.0498,610.66,2024-05-24,Kolkata,27.0,195
Graphics Card RTX 4060,Computer Components,NVIDIA,33915.0,34263.81,0.0103,35333.5,2025-02-20,Hyderabad,26.6,135
Bus Volvo AC,Travel Tickets,RedBus,40635.47,48403.04,0.1912,81813.82,2025-12-22,Lucknow,9.5,277
Motorcycle 150cc,Vehicles,Royal Enfield,1379212.6,1502631.19,0.0895,1943274.28,2025-01-08,Ahmedabad,7.9,159
Formal Shirt,Clothing,Raymond,10746.84,11847.33,0.1024,15872.24,2025-08-22,Delhi,25.1,222
Motorcycle 150cc,Vehicles,Royal Enfield,431792.98,558320.3,0.293,1206921.42,2025-07-14,Ahmedabad,9.8,314
Silver Bangle 40g,Silver,Joyalukkas,80280.84,95046.79,0.1839,157718.46,2025-01-27,Kolkata,12.7,237
Silver Chain 50g,Silver,MMTC-PAMP,63513.44,74696.98,0.1761,121516.65,2025-11-19,Mumbai,19.4,283
Instant Coffee 250g,Grocery,Nescafe,285.36,287.26,0.0067,293.07,2025-07-02,Delhi,14.5,277
Dell XPS 15,Laptops,Dell,142342.84,134430.55,-0.0556,113231.15,2025-04-25,Delhi,13.9,369
RAM DDR5 16GB,Computer Components,Corsair,74960.63,82280.99,0.0977,108830.47,2025-02-12,Delhi,10.5,29
Iodized Salt 1kg,Grocery,Catch,550.51,570.15,0.0357,633.42,2024-05-15,Kolkata,3.9,204
Wireless Earbuds,Electronics,JBL,52304.52,58419.57,0.1169,81395.66,2023-01-28,Delhi,19.3,201
Gold Coin 5g,Gold,Kalyan Jewellers,35755.17,31453.03,-0.1203,21412.45,2023-01-12,Hyderabad,10.2,18
Gold Bangle 20g,Gold,Joyalukkas,63511.49,87522.59,0.3781,229066.91,2024-10-01,Jaipur,24.7,151
Vivo X100,Mobiles,Vivo,20355.85,17358.92,-0.1472,10766.25,2024-07-19,Chennai,29.0,486
Notebook Set 5pcs,Books,Classmate,1263.84,1458.93,0.1544,2244.42,2024-04-29,Kolkata,13.6,298
Electric Car,Vehicles,MG Motors,550436.09,511993.38,-0.0698,412091.21,2023-12-29,Delhi,22.7,458
Gold Chain 10g,Gold,PC Jeweller,88700.01,80481.77,-0.0927,60110.49,2024-06-25,Bangalore,17.7,288
Kerosene 1L,Fuel,BPCL,1022.13,1102.47,0.0786,1383.4,2024-10-10,Bangalore,27.2,301
Processor i7 14th Gen,Computer Components,Intel,29023.52,29923.33,0.031,32793.36,2025-05-09,Pune,10.1,122
LPG Cylinder 14.2kg,Fuel,Indane,583.13,658.45,0.1292,948.06,2024-07-25,Pune,16.7,217
Sedan Car,Vehicles,Maruti Suzuki,781664.83,767816.56,-0.0177,727762.89,2025-08-14,Chennai,10.3,311
Bus Non-AC,Travel Tickets,KSRTC,21317.12,19882.42,-0.0673,16132.26,2024-01-02,Lucknow,12.2,173
Spinach 500g,Fruits and Vegetables,More Supermarket,52.77,57.92,0.0976,76.59,2024-07-23,Chennai,7.4,228
Silver Bangle 40g,Silver,Joyalukkas,76065.09,75715.79,-0.0046,74675.71,2024-07-03,Hyderabad,28.4,185
Wireless Earbuds,Electronics,JBL,140898.71,145820.32,0.0349,161626.74,2025-04-10,Ahmedabad,21.7,327
MSI Creator 16,Laptops,MSI,155477.21,144835.69,-0.0684,117101.92,2024-10-22,Lucknow,2.9,251
Potato 1kg,Fruits and Vegetables,FreshToHome,74.98,68.19,-0.0906,51.28,2025-06-01,Delhi,20.6,284
Dishwasher,Home Appliances,Bosch,43474.33,49242.28,0.1327,71562.06,2023-07-24,Jaipur,23.4,144
Washing Machine 7kg,Home Appliances,LG,37281.58,47163.38,0.2651,95494.75,2025-01-18,Hyderabad,16.8,52
Diesel 1L,Fuel,Bharat Petroleum,585.92,617.47,0.0538,722.59,2024-02-09,Ahmedabad,18.2,96
Pain Relief Gel 30g,Medicine,Himalaya,210.82,249.9,0.1854,416.26,2023-05-28,Pune,19.2,119
MSI Creator 16,Laptops,MSI,234749.77,317350.53,0.3519,784102.67,2025-03-31,Lucknow,19.7,147
Toor Dal 2kg,Grocery,Tata,1075.66,1353.34,0.2581,2694.96,2025-05-17,Bangalore,8.2,48
Flight International,Travel Tickets,Air India,15280.65,20646.37,0.3511,50922.09,2023-11-25,Bangalore,17.7,80
Formal Shirt,Clothing,Raymond,5146.11,4517.12,-0.1222,3055.26,2023-06-05,Mumbai,16.2,9
Wireless Earbuds,Electronics,JBL,117838.25,133458.36,0.1326,193898.95,2023-07-20,Lucknow,20.5,475
Google Pixel 8,Mobiles,Google,40962.98,48013.73,0.1721,77314.23,2024-12-19,Lucknow,19.0,85
Carrot 1kg,Fruits and Vegetables,Star Bazaar,337.97,372.09,0.101,496.6,2023-06-02,Hyderabad,5.9,287
Kurta Set,Clothing,Manyavar,10842.4,10776.13,-0.0061,10580.13,2025-07-11,Chennai,19.4,496
Air Purifier,Home Appliances,Philips,19859.6,21325.36,0.0738,26403.81,2025-11-12,Delhi,26.8,127
Casual T-Shirt,Clothing,H&M,12604.78,12290.77,-0.0249,11395.32,2025-08-06,Ahmedabad,21.1,283
Acer Nitro 5,Laptops,Acer,152763.82,169634.82,0.1104,232248.74,2025-05-01,Hyderabad,23.8,30
Multivitamin 30tabs,Medicine,Abbott,148.11,121.8,-0.1776,67.75,2023-12-23,Pune,1.6,291
Sedan Car,Vehicles,Maruti Suzuki,551426.03,567141.52,0.0285,617027.23,2024-11-07,Hyderabad,4.8,387
CNG 1kg,Fuel,HP Gas,158.13,182.35,0.1532,279.65,2023-10-03,Delhi,9.7,397
Competitive Exam Guide,Books,Arihant,1392.72,1300.91,-0.0659,1060.3,2025-04-16,Lucknow,27.3,213
Train Sleeper,Travel Tickets,IRCTC,40719.14,51713.27,0.27,105928.58,2023-10-28,Jaipur,13.5,436
Gold Ring 5g,Gold,Senco Gold,34584.46,35476.07,0.0258,38293.37,2025-03-03,Ahmedabad,14.3,23
Silver Bangle 40g,Silver,Joyalukkas,37343.45,45090.04,0.2074,79365.93,2023-11-11,Kolkata,23.6,223
Silver Chain 50g,Silver,MMTC-PAMP,90821.95,78005.17,-0.1411,49425.51,2023-01-26,Mumbai,24.0,111
Lenovo ThinkPad X1,Laptops,Lenovo,100468.49,85047.14,-0.1535,51587.04,2023-06-18,Delhi,5.0,490
Aviation Fuel 1L,Fuel,IOCL,336.01,299.77,-0.1079,212.83,2025-06-19,Delhi,22.3,336
Art & Design Book,Books,Phaidon,1248.01,1276.78,0.0231,1367.32,2024-11-23,Mumbai,9.7,84
RAM DDR5 16GB,Computer Components,Corsair,13098.18,11887.17,-0.0925,8884.2,2024-03-11,Delhi,4.0,251
Pain Relief Gel 30g,Medicine,Himalaya,88.6,101.57,0.1464,153.03,2023-12-26,Chennai,4.2,386
Reference Manual,Books,McGraw Hill,821.86,959.58,0.1676,1527.44,2024-10-27,Chennai,24.9,262
Bandage Roll 5m,Medicine,Johnson & Johnson,671.57,688.31,0.0249,741.02,2024-09-15,Ahmedabad,29.3,140
Kurta Set,Clothing,Manyavar,10279.68,9383.05,-0.0872,7136.26,2025-12-28,Kolkata,13.6,386
Mango 1kg,Fruits and Vegetables,DMart,79.9,72.28,-0.0954,53.5,2024-02-03,Delhi,16.7,114
Gold Bangle 20g,Gold,Joyalukkas,77228.09,96773.37,0.2531,190420.22,2023-09-05,Ahmedabad,5.3,235
OnePlus 12,Mobiles,OnePlus,122966.36,128751.83,0.047,147772.44,2025-11-26,Ahmedabad,1.5,128
Power Supply 750W,Computer Components,Cooler Master,60373.51,64559.32,0.0693,78932.83,2025-02-02,Pune,14.9,312
Microwave Oven 25L,Home Appliances,IFB,41335.44,41359.41,0.0006,41433.9,2024-09-28,Mumbai,4.1,365
"Monitor 27"" 165Hz",Computer Components,LG,64514.71,83114.28,0.2883,177716.06,2024-05-12,Mumbai,27.7,13
Onion 1kg,Fruits and Vegetables,BigBasket,138.84,133.55,-0.0381,118.86,2023-01-05,Mumbai,13.9,415
Potato 1kg,Fruits and Vegetables,FreshToHome,325.68,452.26,0.3887,1211.19,2024-06-13,Chennai,29.6,225
Dishwasher,Home Appliances,Bosch,38387.72,48875.68,0.2732,100874.8,2024-05-26,Hyderabad,29.9,405
HP Pavilion 15,Laptops,HP,139079.03,135849.26,-0.0232,126611.81,2025-01-09,Kolkata,16.7,21
Iodized Salt 1kg,Grocery,Catch,241.8,252.48,0.0442,287.46,2024-05-18,Pune,12.6,255
Silver Coin 100g,Silver,Malabar Gold,84468.31,81998.39,-0.0292,75023.03,2024-07-30,Ahmedabad,29.2,96
Water Purifier RO,Home Appliances,Kent,24035.63,20980.95,-0.1271,13954.64,2024-11-19,Kolkata,16.0,400
Silver Coin 100g,Silver,Malabar Gold,81608.17,72366.36,-0.1132,50467.73,2024-09-16,Delhi,19.6,166
Casual T-Shirt,Clothing,H&M,8315.26,10786.3,0.2972,23544.71,2023-08-31,Delhi,9.2,470
Iodized Salt 1kg,Grocery,Catch,797.06,1001.12,0.256,1983.6,2023-12-18,Hyderabad,25.8,211
Bandage Roll 5m,Medicine,Johnson & Johnson,606.14,638.92,0.0541,748.33,2024-01-15,Pune,15.8,293
Engineering Textbook,Books,Pearson,2842.54,3242.64,0.1408,4814.23,2024-09-16,Ahmedabad,1.2,443
Vitamin D3 60tabs,Medicine,Dr Reddys,373.3,468.35,0.2546,924.88,2024-02-10,Kolkata,23.0,129
Apple 1kg,Fruits and Vegetables,Nature Basket,237.47,230.82,-0.028,211.97,2025-11-05,Mumbai,8.6,365
Pain Relief Gel 30g,Medicine,Himalaya,254.88,268.21,0.0523,312.53,2024-01-14,Kolkata,12.3,441
Denim Jeans,Clothing,Levis,5806.01,6284.15,0.0824,7969.11,2024-03-23,Chennai,13.7,429
Bluetooth Speaker,Electronics,Sony,64627.75,72496.33,0.1218,102343.99,2023-07-12,Hyderabad,12.7,178
Banana 1dz,Fruits and Vegetables,Reliance Fresh,248.08,317.35,0.2792,664.28,2023-09-30,Delhi,11.2,354
Gold 24K 10g,Gold,Tanishq,28336.47,32140.62,0.1342,46894.64,2024-12-14,Bangalore,28.1,450
Mountain Bicycle,Vehicles,Hero Cycles,513808.25,524972.28,0.0217,559894.95,2025-08-18,Delhi,22.5,391
Hatchback Car,Vehicles,Tata Motors,1612648.27,1720804.45,0.0671,2090965.56,2025-07-26,Pune,9.9,276
Vivo X100,Mobiles,Vivo,128268.3,138127.61,0.0769,172506.96,2023-03-26,Mumbai,2.4,486
MSI Creator 16,Laptops,MSI,49095.43,57756.28,0.1764,94029.53,2024-05-01,Hyderabad,13.6,487
Competitive Exam Guide,Books,Arihant,929.23,1110.26,0.1948,1893.7,2024-06-19,Hyderabad,9.7,171
OnePlus 12,Mobiles,OnePlus,55250.83,72874.63,0.319,167228.68,2023-04-29,Mumbai,13.6,108
Paracetamol 500mg,Medicine,Cipla,297.58,282.82,-0.0496,242.79,2024-01-16,Chennai,20.4,7
Aviation Fuel 1L,Fuel,IOCL,508.14,612.03,0.2045,1069.53,2025-08-19,Kolkata,20.7,463
Silver Bar 1kg,Silver,Tanishq,79623.52,88671.56,0.1136,122453.73,2023-01-17,Chennai,17.5,413
Competitive Exam Guide,Books,Arihant,529.72,574.0,0.0836,730.33,2025-08-06,Mumbai,28.0,356
LPG Cylinder 14.2kg,Fuel,Indane,39.51,46.44,0.1754,75.41,2025-05-02,Bangalore,4.5,35
Diesel 1L,Fuel,Bharat Petroleum,689.69,837.21,0.2139,1497.56,2023-09-20,Jaipur,4.7,356
Denim Jeans,Clothing,Levis,8979.54,11168.49,0.2438,21490.48,2024-03-26,Jaipur,0.7,281
Toor Dal 2kg,Grocery,Tata,456.62,388.65,-0.1489,239.61,2025-07-07,Chennai,8.2,401
Nothing Phone 2,Mobiles,Nothing,31345.02,28112.52,-0.1031,20282.98,2024-01-11,Kolkata,13.9,448
Projector HD,Electronics,Epson,92320.38,116804.93,0.2652,236558.59,2023-11-13,Lucknow,27.4,309
Sport Shoes,Clothing,Nike,12108.64,14445.76,0.193,24527.98,2024-01-06,Pune,13.4,483
Electric Car,Vehicles,MG Motors,2281934.21,2032222.8,-0.1094,1435553.53,2024-01-01,Bangalore,27.8,148
DSLR Camera,Electronics,Canon,57911.55,63720.12,0.1003,84880.89,2023-02-26,Delhi,28.8,379
Fiction Novel,Books,Penguin,2749.25,2879.94,0.0475,3310.13,2023-08-14,Hyderabad,29.8,460
Formal Shirt,Clothing,Raymond,970.89,1163.09,0.198,1999.79,2024-04-27,Pune,7.7,187
Denim Jeans,Clothing,Levis,12764.21,13343.71,0.0454,15244.88,2025-03-03,Delhi,17.1,208
Graphics Card RTX 4060,Computer Components,NVIDIA,21580.32,24513.03,0.1359,35926.7,2023-04-22,Lucknow,23.5,457
OnePlus 12,Mobiles,OnePlus,113263.02,125290.04,0.1062,169596.74,2024-07-07,Lucknow,24.2,276
Air Conditioner 1.5T,Home Appliances,Whirlpool,49504.24,49534.93,0.0006,49624.15,2023-07-31,Hyderabad,16.1,481
Refrigerator 300L,Home Appliances,Samsung,70501.81,62014.85,-0.1204,42203.78,2023-09-12,Delhi,24.4,412
Projector HD,Electronics,Epson,103304.92,116806.21,0.1307,168852.74,2024-07-24,Mumbai,19.8,274
"Tablet 10""",Electronics,Xiaomi,140982.38,153948.56,0.092,200467.3,2025-03-30,Pune,4.6,102
Diesel 1L,Fuel,Bharat Petroleum,871.96,1051.45,0.2058,1843.38,2024-04-03,Ahmedabad,8.1,429
Sedan Car,Vehicles,Maruti Suzuki,973911.79,1149100.67,0.1799,1887529.21,2024-03-30,Bangalore,21.3,396
Acer Nitro 5,Laptops,Acer,200322.01,250881.48,0.2524,492830.73,2025-03-26,Bangalore,25.6,338
Silver Chain 50g,Silver,MMTC-PAMP,33918.07,35917.33,0.0589,42645.08,2023-08-25,Delhi,11.4,127
Compact SUV,Vehicles,Hyundai,2484612.74,3303612.68,0.3296,7765191.02,2024-07-07,Lucknow,4.9,368
Flight International,Travel Tickets,Air India,8617.68,9715.66,0.1274,13922.15,2023-09-03,Mumbai,18.3,172
ASUS ROG Strix,Laptops,ASUS,43730.26,42755.18,-0.0223,39958.17,2023-04-19,Mumbai,21.1,421
Silver Chain 50g,Silver,MMTC-PAMP,61425.76,59598.67,-0.0297,54444.58,2024-02-21,Ahmedabad,10.3,408
OnePlus 12,Mobiles,OnePlus,111522.53,135798.68,0.2177,245197.74,2023-03-31,Pune,10.9,369
Processor i7 14th Gen,Computer Components,Intel,79154.7,96948.6,0.2248,178130.0,2023-10-04,Chennai,25.0,342
Silver Chain 50g,Silver,MMTC-PAMP,68129.18,54860.86,-0.1948,28640.06,2025-11-04,Bangalore,28.4,249
Paracetamol 500mg,Medicine,Cipla,141.18,188.21,0.3331,445.89,2025-05-17,Bangalore,16.1,445
Sugar 5kg,Grocery,Trust,1277.59,1070.58,-0.162,630.02,2023-02-17,Jaipur,18.4,349
Sport Shoes,Clothing,Nike,931.67,892.34,-0.0422,784.07,2025-04-07,Mumbai,17.7,416
Gold 24K 10g,Gold,Tanishq,33392.18,41379.78,0.2392,78743.08,2025-03-15,Kolkata,28.7,319
Cabinet Mid Tower,Computer Components,NZXT,70073.69,82062.83,0.1711,131803.95,2025-03-07,Delhi,3.1,389
Flight Domestic,Travel Tickets,IndiGo,16268.07,14994.3,-0.0783,11740.73,2025-12-27,Bangalore,11.1,101
Sport Shoes,Clothing,Nike,6940.47,8372.06,0.2063,14695.97,2024-06-27,Hyderabad,0.8,317
Train AC 2-Tier,Travel Tickets,IRCTC,15075.45,12821.04,-0.1495,7887.62,2025-05-06,Ahmedabad,6.1,335
Silver Bangle 40g,Silver,Joyalukkas,1640.97,1853.69,0.1296,2671.84,2024-02-05,Chennai,29.3,151
OnePlus 12,Mobiles,OnePlus,100536.87,92269.5,-0.0822,71334.94,2023-10-20,Delhi,15.9,5
Science Encyclopedia,Books,DK Publishing,1172.24,1621.59,0.3833,4292.3,2023-07-09,Bangalore,10.2,153
Bluetooth Speaker,Electronics,Sony,64413.1,59546.05,-0.0756,47036.26,2024-11-17,Jaipur,29.8,57
Competitive Exam Guide,Books,Arihant,584.24,619.3,0.06,737.6,2023-07-26,Hyderabad,26.2,204
Silver Anklet 30g,Silver,Senco,54957.44,63182.12,0.1497,96016.92,2023-07-04,Delhi,7.6,208
Notebook Set 5pcs,Books,Classmate,3153.51,3081.86,-0.0227,2876.71,2024-04-27,Ahmedabad,22.9,472
Compact SUV,Vehicles,Hyundai,394120.78,437336.65,0.1097,597630.33,2023-03-18,Ahmedabad,10.3,4
ASUS ROG Strix,Laptops,ASUS,238733.2,227502.19,-0.047,196908.42,2024-12-13,Hyderabad,4.8,257
MSI Creator 16,Laptops,MSI,167831.76,195602.06,0.1655,309677.93,2023-12-06,Lucknow,18.2,96
Silver Anklet 30g,Silver,Senco,39542.7,34710.3,-0.1222,23477.13,2024-01-11,Bangalore,11.2,254
Bus Non-AC,Travel Tickets,KSRTC,39442.49,35750.19,-0.0936,26621.84,2024-07-02,Chennai,28.5,282
Casual T-Shirt,Clothing,H&M,9365.73,8659.35,-0.0754,6844.58,2024-04-07,Mumbai,6.5,433
"Tablet 10""",Electronics,Xiaomi,97890.93,110122.12,0.1249,156753.16,2025-05-15,Delhi,16.4,206
Gold 22K 10g,Gold,Malabar Gold,93888.03,79408.24,-0.1542,48047.26,2024-03-24,Kolkata,26.7,477
Kerosene 1L,Fuel,BPCL,484.31,433.04,-0.1059,309.52,2025-11-13,Chennai,25.5,83
Flight Domestic,Travel Tickets,IndiGo,763.14,1024.78,0.3428,2481.22,2023-08-20,Chennai,2.0,218
Compact SUV,Vehicles,Hyundai,1516770.54,1193411.82,-0.2132,581277.33,2023-05-13,Pune,6.9,413
Gold Ring 5g,Gold,Senco Gold,86297.59,100487.69,0.1644,158642.47,2023-08-27,Lucknow,4.1,254
Bus Volvo AC,Travel Tickets,RedBus,1632.27,1635.3,0.0019,1644.64,2024-11-30,Bangalore,1.4,205
Instant Coffee 250g,Grocery,Nescafe,651.75,621.15,-0.047,537.62,2025-10-28,Mumbai,5.0,141
Sugar 5kg,Grocery,Trust,1002.84,969.95,-0.0328,877.6,2024-02-26,Delhi,2.3,254
LPG Cylinder 14.2kg,Fuel,Indane,55.93,66.22,0.184,109.91,2023-08-02,Hyderabad,16.8,313
Electric Scooter,Vehicles,Ather,1766829.8,1767339.16,0.0003,1768930.24,2024-02-08,Mumbai,10.0,377
Electric Car,Vehicles,MG Motors,1904022.5,1484640.55,-0.2203,703726.53,2023-12-26,Hyderabad,28.8,479
Petrol 1L,Fuel,Indian Oil,141.66,176.67,0.2471,342.66,2024-03-23,Chennai,29.8,293
Gold Coin 5g,Gold,Kalyan Jewellers,56571.63,62761.68,0.1094,85695.7,2025-03-12,Bangalore,8.6,236
OnePlus 12,Mobiles,OnePlus,93668.97,109738.4,0.1716,176480.49,2023-11-12,Bangalore,19.8,369
Xiaomi 14,Mobiles,Xiaomi,139858.57,155177.17,0.1095,211938.45,2025-07-20,Kolkata,12.7,491
Silver Anklet 30g,Silver,Senco,4539.81,5943.54,0.3092,13337.15,2025-03-25,Hyderabad,7.8,81
MacBook Air M3,Laptops,Apple,196000.31,169342.77,-0.136,109221.44,2023-09-11,Lucknow,6.2,462
"Monitor 27"" 165Hz",Computer Components,LG,39936.45,35430.03,-0.1128,24742.08,2024-09-08,Delhi,22.9,173
Mountain Bicycle,Vehicles,Hero Cycles,1498293.49,1407834.49,-0.0604,1167832.68,2025-06-09,Mumbai,25.5,331
Sedan Car,Vehicles,Maruti Suzuki,333877.62,338105.76,0.0127,351151.88,2025-05-03,Bangalore,7.0,231
Programming Guide,Books,OReilly,155.21,182.78,0.1776,298.48,2024-02-10,Jaipur,2.6,260
Cabinet Mid Tower,Computer Components,NZXT,29831.27,34770.53,0.1656,55063.01,2025-12-15,Chennai,13.3,38
Cough Syrup 100ml,Medicine,Sun Pharma,331.62,401.1,0.2095,709.69,2024-05-25,Delhi,14.3,55
"Tablet 10""",Electronics,Xiaomi,83924.63,89444.89,0.0658,108288.59,2023-04-07,Hyderabad,4.9,205
Bandage Roll 5m,Medicine,Johnson & Johnson,560.89,753.07,0.3426,1822.53,2023-05-17,Jaipur,29.1,431
Nothing Phone 2,Mobiles,Nothing,17170.23,18728.17,0.0907,24300.28,2024-07-18,Pune,4.3,312
Smart Watch,Electronics,Apple,69126.27,79803.51,0.1545,122801.54,2024-11-20,Chennai,17.1,276
Cabinet Mid Tower,Computer Components,NZXT,19413.66,26710.32,0.3759,69572.84,2024-04-22,Delhi,3.0,404
Processor i7 14th Gen,Computer Components,Intel,20548.4,20118.2,-0.0209,18882.97,2023-10-25,Lucknow,21.1,177
Pain Relief Gel 30g,Medicine,Himalaya,724.11,951.51,0.314,2158.74,2025-07-09,Mumbai,22.2,262
Motorcycle 150cc,Vehicles,Royal Enfield,2290508.03,2370151.41,0.0348,2626306.15,2024-06-23,Jaipur,1.5,357
CNG 1kg,Fuel,HP Gas,787.32,959.69,0.2189,1737.94,2023-07-25,Bangalore,27.4,157
Vacuum Cleaner,Home Appliances,Dyson,61204.01,81117.94,0.3254,188867.75,2025-03-20,Kolkata,18.7,33
Premium Tea 500g,Grocery,Tata Tea,456.48,707.85,0.5507,2639.52,2025-02-25,Hyderabad,22.7,489
iPhone 15 Pro,Mobiles,Apple,69255.36,82842.92,0.1962,141796.92,2025-03-22,Jaipur,11.2,198
Vitamin D3 60tabs,Medicine,Dr Reddys,572.79,763.08,0.3322,1804.17,2024-09-15,Pune,6.2,407
Bus Volvo AC,Travel Tickets,RedBus,16282.96,11809.57,-0.2747,4505.96,2025-10-31,Mumbai,10.5,500
Premium Tea 500g,Grocery,Tata Tea,1056.81,1105.93,0.0465,1267.49,2023-12-07,Lucknow,11.3,179
Flight Domestic,Travel Tickets,IndiGo,15863.05,15836.96,-0.0016,15761.06,2023-06-21,Jaipur,6.5,477
Silver Anklet 30g,Silver,Senco,91526.73,94378.55,0.0312,103490.86,2024-09-24,Bangalore,29.2,97
Art & Design Book,Books,Phaidon,1741.08,1979.53,0.137,2909.67,2024-06-24,Ahmedabad,4.1,279
Spinach 500g,Fruits and Vegetables,More Supermarket,54.86,50.35,-0.0822,38.93,2025-06-27,Hyderabad,20.1,276
"Monitor 27"" 165Hz",Computer Components,LG,76746.11,94762.11,0.2347,178368.87,2025-01-09,Hyderabad,22.0,99
Gold Chain 10g,Gold,PC Jeweller,120309.38,142190.22,0.1819,234753.42,2025-10-01,Delhi,8.0,150
Motorcycle 150cc,Vehicles,Royal Enfield,361263.94,441966.83,0.2234,809273.1,2024-07-06,Chennai,14.6,209
